,program,output
220,OP5 16 ; OP6 1 2 4 ; OP8 2 ; OP4 -1 ; OP4 5 ; OP6 4 4 -2 2 ; OP3 7 ; OP2 -2 ; OP10 3,-188
221,OP5 20 ; OP10 -2 ; OP11 -2 7 ; OP1 1 ; OP1 3 ; OP12 -1 ; OP11 -8 -5 ; OP11 8 -3,-24
222,OP5 -12 ; OP2 -4 ; OP7 12 ; OP8 -2 ; OP11 7 -9 ; OP8 -2 ; OP2 2,126
223,OP5 10 ; OP4 -2 ; OP7 9 ; OP10 4,-12
224,OP5 20 ; OP2 5 ; OP6 1 -2 1,-2
225,OP12 5 ; OP12 -14 ; OP12 1 ; OP1 0 ; OP2 4 ; OP1 2 ; OP8 -3 ; OP1 0,-111
226,OP5 10 ; OP9 -2 ; OP8 -1 ; OP8 2 ; OP2 0 ; OP8 -9,180
227,OP5 14 ; OP8 -7 ; OP12 0 ; OP1 2 ; OP4 -2 ; OP4 -3 ; OP1 3,-7
228,OP5 1 ; OP2 3 ; OP6 -2 -4 ; OP1 2 ; OP3 6 ; OP5 1 ; OP10 1 ; OP1 4 ; OP7 16,-11
229,OP5 -14 ; OP4 -3 ; OP3 3 ; OP3 6 ; OP7 -3 ; OP7 3 ; OP11 9 -3 ; OP4 5,-14
230,OP9 -1 ; OP6 1 -1 3 0 ; OP8 -1 ; OP10 4 ; OP12 -15 ; OP3 7 ; OP8 5 ; OP3 9 ; OP11 -6 -6 ; OP9 -4,-11
231,OP2 5 ; OP10 2 ; OP1 1,12
232,OP5 11 ; OP12 -9 ; OP10 3 ; OP10 1,14
233,OP5 -18 ; OP9 4 ; OP6 4 4 3 2 ; OP7 -10 ; OP6 -2 0 3 ; OP7 16 ; OP11 3 9,27
234,OP5 14 ; OP11 1 -6 ; OP2 1 ; OP3 4 ; OP10 -1 ; OP11 5 10 ; OP6 -2 -3 4 1,24
235,OP5 -17 ; OP5 15 ; OP8 -8 ; OP8 3 ; OP1 3 ; OP11 -6 9 ; OP12 17 ; OP3 8 ; OP8 4,-148
236,OP5 19 ; OP9 1 ; OP12 7 ; OP4 1 ; OP12 -14 ; OP7 1 ; OP6 1 2 1,2
237,OP5 5 ; OP2 -4 ; OP4 4 ; OP10 -1 ; OP11 -2 -5 ; OP6 4 2 -3 1 ; OP1 0,-24
238,OP5 1 ; OP2 -3 ; OP10 -2 ; OP5 -16 ; OP3 5 ; OP2 1,-16
239,OP5 -1 ; OP2 0 ; OP9 -3 ; OP1 0,-1
240,OP5 -11 ; OP9 -1 ; OP1 1 ; OP8 -6 ; OP12 19,85
241,OP5 -3 ; OP11 7 7 ; OP5 -15 ; OP11 1 -1 ; OP12 0 ; OP1 2 ; OP3 7 ; OP4 1,-1
242,OP5 4 ; OP8 -3 ; OP8 4 ; OP6 -4 -3 0 3 4 ; OP1 0 ; OP4 -4 ; OP5 16 ; OP5 -20,-20
243,OP5 -5 ; OP12 -11 ; OP6 0 1 1 -3 ; OP5 3 ; OP10 -1 ; OP9 1 ; OP6 -1 3 -4 -3 -3 ; OP5 9 ; OP4 -3 ; OP1 0,4
244,OP5 5 ; OP12 -18 ; OP8 -7 ; OP2 4,91
245,OP5 11 ; OP9 3 ; OP11 -5 -9 ; OP10 5 ; OP8 4 ; OP7 20 ; OP1 1,896
246,OP5 4 ; OP6 1 3 -1 ; OP11 10 0 ; OP7 -1 ; OP3 5 ; OP6 -3 0 ; OP11 -7 6,-42
247,OP5 5 ; OP2 4 ; OP10 3 ; OP7 7 ; OP1 2 ; OP1 3 ; OP4 -5 ; OP8 3 ; OP10 1,43
248,OP5 -1 ; OP6 -3 -1 0 3 ; OP6 -2 -1 -4 -4 -4 ; OP4 3 ; OP8 9 ; OP7 3,-579
249,OP5 -3 ; OP12 1 ; OP11 -2 8 ; OP3 4 ; OP8 -1,16
250,OP5 4 ; OP12 -3 ; OP11 4 2 ; OP10 -2,-12
251,OP5 -4 ; OP9 -1 ; OP9 3 ; OP5 19 ; OP3 7 ; OP4 -3 ; OP4 2 ; OP6 -1 3 -4,12
252,OP12 8 ; OP6 -4 1 0 3 ; OP6 1 0 -1 ; OP5 -19 ; OP6 -4 0 ; OP1 4,0
253,OP7 5 ; OP12 -11 ; OP4 -5,-8
254,OP5 -18 ; OP8 -3 ; OP8 -4 ; OP10 4 ; OP1 3 ; OP3 8 ; OP1 2 ; OP1 6 ; OP11 -10 6 ; OP4 5,-30
255,OP5 7 ; OP12 12 ; OP10 3 ; OP7 0 ; OP11 -8 -10 ; OP3 6 ; OP7 -19,99
256,OP5 -3 ; OP9 -5 ; OP3 7 ; OP6 2 1 ; OP7 -3 ; OP11 10 9 ; OP12 -16 ; OP6 -1 -2 -1 ; OP1 2 ; OP1 3,-2
257,OP5 -9 ; OP11 -9 2 ; OP6 -3 -3 -2 4 ; OP7 18 ; OP12 -4 ; OP10 2,-184
258,OP5 19 ; OP9 0 ; OP5 -5 ; OP6 3 3 3 ; OP8 -3 ; OP9 3 ; OP6 -4 0 -2 ; OP1 4 ; OP11 3 -9 ; OP6 -2 -1 1 -1 -4,8
259,OP5 8 ; OP12 4 ; OP3 7 ; OP11 1 1 ; OP1 0 ; OP3 6 ; OP7 0 ; OP5 11,11
260,OP5 -10 ; OP12 -13 ; OP12 -4 ; OP4 -3 ; OP7 -3 ; OP8 -3 ; OP1 4 ; OP10 2 ; OP4 -2,-106
261,OP5 16 ; OP2 -2 ; OP1 0 ; OP1 0 ; OP10 -5 ; OP1 0,-76
262,OP5 10 ; OP11 -5 8 ; OP5 18 ; OP6 4 2 -1 2 ; OP8 -2,32
263,OP10 -2 ; OP6 -4 -2 -2 3 -1 ; OP4 5 ; OP6 1 4 ; OP6 -2 4 -2 1,16
264,OP5 18 ; OP2 3 ; OP1 1 ; OP11 -10 3 ; OP6 3 3 ; OP6 4 2 0 ; OP1 4 ; OP3 8 ; OP2 -3,0
265,OP5 -5 ; OP11 0 0 ; OP12 -18 ; OP1 1 ; OP2 3,-18
266,OP9 -5 ; OP2 2 ; OP12 14 ; OP10 -3 ; OP1 3,118
267,OP5 15 ; OP6 -4 -4 0 -2 ; OP8 8 ; OP6 -3 4 3 ; OP4 -5 ; OP1 2 ; OP12 -16 ; OP11 10 -6 ; OP8 -1 ; OP4 -5,30
268,OP7 2 ; OP4 -5 ; OP7 -10 ; OP1 1 ; OP1 0 ; OP6 2 0 -3 3 2 ; OP10 0,4
269,OP8 -4 ; OP10 4 ; OP3 5 ; OP6 -3 2 4 ; OP12 1 ; OP1 4,5
270,OP5 -9 ; OP5 -19 ; OP10 1 ; OP1 2 ; OP11 7 -2,-14
271,OP5 -12 ; OP9 2 ; OP5 17 ; OP6 4 4 3 ; OP2 2 ; OP6 -3 -1 -1 -4 ; OP3 7 ; OP11 -9 -10,90
272,OP5 0 ; OP10 -4 ; OP1 1 ; OP3 7 ; OP3 6 ; OP1 0 ; OP1 2 ; OP2 -1 ; OP1 7 ; OP7 -2,-10
273,OP5 -5 ; OP10 -2 ; OP4 0 ; OP7 -13 ; OP12 1,21
274,OP5 9 ; OP2 1 ; OP9 5 ; OP4 1 ; OP3 7 ; OP3 6 ; OP7 -5 ; OP6 0 -3 0 -2 -2,0
275,OP5 -2 ; OP12 10 ; OP6 2 3 0 2 ; OP6 2 3 -1 -4 ; OP9 0 ; OP1 1 ; OP8 -5 ; OP1 6 ; OP8 -8 ; OP6 -1 -4,4
276,OP5 10 ; OP9 -3 ; OP1 1 ; OP8 -6 ; OP3 6 ; OP6 0 4 3 ; OP11 -10 -4 ; OP10 -3,-116
277,OP5 -18 ; OP9 -2 ; OP2 4 ; OP6 -2 -4 3 4 1 ; OP12 4 ; OP12 -5 ; OP10 -5 ; OP5 14,14
278,OP5 -12 ; OP4 -3 ; OP4 5 ; OP2 -2,-3
279,OP5 15 ; OP4 -5 ; OP10 5 ; OP1 2 ; OP11 8 8 ; OP11 -6 -3,18
280,OP5 -1 ; OP4 5 ; OP4 2 ; OP6 -1 -1 -4 -2 -2,-16
281,OP5 15 ; OP10 3 ; OP10 -4 ; OP12 4 ; OP8 6 ; OP3 6 ; OP12 17 ; OP1 0 ; OP6 -1 -4 4,16
282,OP5 -11 ; OP2 3 ; OP5 1 ; OP11 -5 6 ; OP6 1 -2 ; OP8 -2 ; OP4 -3 ; OP12 3,5
283,OP5 -18 ; OP2 -1 ; OP6 -2 -1 4 -4 ; OP10 3,-92
284,OP2 1 ; OP6 3 1 ; OP11 -5 -7 ; OP11 -1 6 ; OP10 4 ; OP11 -7 4,-28
285,OP5 -11 ; OP9 1 ; OP1 1 ; OP11 -2 0 ; OP8 -3,0
286,OP5 10 ; OP11 1 3 ; OP11 -3 0 ; OP2 -3 ; OP3 5 ; OP1 1 ; OP5 -8 ; OP9 0 ; OP4 -3,-4
287,OP5 -14 ; OP4 5 ; OP1 1 ; OP1 0 ; OP10 -3 ; OP6 1 -2 0 -3 ; OP5 14 ; OP1 1,14
288,OP5 -3 ; OP5 17 ; OP11 -10 4 ; OP6 -4 4 1 2 ; OP10 -2,68
289,OP5 11 ; OP9 -2 ; OP5 -20 ; OP5 -18 ; OP11 4 -2,-8
290,OP5 8 ; OP7 17 ; OP1 0 ; OP6 1 -2 -2 0 ; OP4 3 ; OP11 -8 10 ; OP7 -8 ; OP11 8 9 ; OP10 2,148
291,OP5 -4 ; OP5 9 ; OP12 18 ; OP10 4 ; OP11 -4 -7,28
292,OP5 -5 ; OP4 -5 ; OP6 2 4 ; OP10 -2 ; OP11 4 -1 ; OP8 -3 ; OP1 5 ; OP1 6,-36
293,OP5 -5 ; OP5 7 ; OP1 0 ; OP1 1 ; OP1 1 ; OP6 -2 -4 1 0 ; OP1 1 ; OP5 7,7
294,OP5 13 ; OP11 6 -4 ; OP1 1 ; OP6 1 -2 3 1 2 ; OP6 2 1 0 ; OP1 2 ; OP6 -4 -2 2 2 ; OP1 3 ; OP1 2 ; OP2 -4,32
295,OP4 -1 ; OP8 -8 ; OP8 -2 ; OP11 -1 0 ; OP5 4 ; OP6 -3 -1 -2,-6
296,OP5 -9 ; OP9 3 ; OP5 -2 ; OP6 -3 0,0
297,OP5 16 ; OP2 1 ; OP7 -19 ; OP8 -8 ; OP1 0 ; OP5 -7 ; OP1 3 ; OP10 0 ; OP11 2 4,8
298,OP5 -6 ; OP9 3 ; OP5 -4 ; OP11 -3 -7 ; OP1 0 ; OP11 4 3,12
299,OP5 -17 ; OP8 -1 ; OP10 5 ; OP6 2 1 0 -2 4 ; OP8 1 ; OP9 5 ; OP1 2 ; OP7 -7 ; OP1 1 ; OP4 1,3
300,OP5 18 ; OP10 -5 ; OP7 7 ; OP12 -2 ; OP8 5,-475
301,OP5 9 ; OP6 -4 1 ; OP3 3 ; OP1 0 ; OP11 -5 6,-30
302,OP5 14 ; OP11 3 1 ; OP5 6 ; OP7 -7 ; OP8 -8 ; OP1 3 ; OP10 -3 ; OP1 0 ; OP6 3 -2 ; OP4 -5,-3
303,OP5 -2 ; OP9 4 ; OP11 -6 -2 ; OP11 9 2 ; OP1 0 ; OP2 -4 ; OP11 -6 7 ; OP7 -10 ; OP2 2,-32
304,OP5 -14 ; OP6 4 -4 -1 -1 ; OP1 1 ; OP6 3 -4 2 ; OP12 -19 ; OP8 -1,43
305,OP5 -17 ; OP2 -1 ; OP1 1 ; OP1 2 ; OP7 -1 ; OP7 18 ; OP8 -9 ; OP10 3 ; OP11 -10 -2 ; OP1 6,20
306,OP5 -8 ; OP4 5 ; OP1 0 ; OP8 4 ; OP6 -2 3 0 -2 ; OP1 4 ; OP5 -19,-19
307,OP5 -19 ; OP9 4 ; OP1 1 ; OP12 5 ; OP1 2 ; OP1 2 ; OP1 3 ; OP11 7 -10,-70
308,OP5 -3 ; OP7 0 ; OP6 0 2 4 ; OP1 2 ; OP8 -5 ; OP6 -1 4 ; OP12 6 ; OP1 1 ; OP4 -5,1
309,OP5 12 ; OP11 7 -6 ; OP4 0 ; OP12 7,-14
310,OP5 -2 ; OP11 10 7 ; OP1 0,70
311,OP5 8 ; OP9 -1 ; OP11 6 0 ; OP1 1 ; OP3 5 ; OP3 8 ; OP8 -6 ; OP1 3 ; OP1 7 ; OP12 -7,-7
312,OP5 16 ; OP8 -8 ; OP3 4 ; OP5 -5 ; OP4 0 ; OP9 -1 ; OP3 9 ; OP12 -8 ; OP1 0 ; OP12 -19,-83
313,OP5 -12 ; OP10 -1 ; OP3 3 ; OP5 7 ; OP11 4 6 ; OP5 19 ; OP10 0 ; OP4 2,2
314,OP5 3 ; OP7 -9 ; OP1 1 ; OP1 2 ; OP6 1 -3,-3
315,OP5 -2 ; OP12 3 ; OP1 0 ; OP7 -8 ; OP1 0 ; OP8 7,63
316,OP5 -8 ; OP4 -5 ; OP9 -2 ; OP2 4 ; OP1 0 ; OP10 -1 ; OP10 0 ; OP6 4 2,8
317,OP5 19 ; OP11 -3 10 ; OP2 -5 ; OP6 0 -3 2 -4 3 ; OP10 1 ; OP3 7 ; OP1 4 ; OP5 3 ; OP5 -4,-4
318,OP5 -6 ; OP8 2 ; OP12 -3 ; OP4 -3 ; OP6 1 -1 1 3 2 ; OP1 4 ; OP3 7 ; OP11 7 5 ; OP5 -18 ; OP1 8,-18
319,OP5 -14 ; OP9 4 ; OP12 -15 ; OP4 -1 ; OP1 1 ; OP11 6 9 ; OP6 -1 -1 3 ; OP9 -5,3
320,OP5 -4 ; OP2 4 ; OP4 4,-2
321,OP2 -2 ; OP6 1 4 2 -2 ; OP4 -3 ; OP12 -15 ; OP1 0 ; OP4 -5 ; OP8 3 ; OP5 -5 ; OP8 -4,20
322,OP5 11 ; OP12 -12 ; OP1 1 ; OP1 2,-13
323,OP5 0 ; OP8 6 ; OP9 5 ; OP4 -5 ; OP7 6,-6
324,OP8 8 ; OP7 -11 ; OP8 -1 ; OP8 -5 ; OP2 3 ; OP1 2 ; OP2 3,275
325,OP5 -6 ; OP9 -4 ; OP9 3 ; OP5 -17 ; OP4 -2 ; OP5 18,18
326,OP5 -12 ; OP6 2 0 -1 ; OP1 0 ; OP5 -11 ; OP1 1 ; OP11 6 2,12
327,OP5 9 ; OP2 1 ; OP10 0 ; OP6 -4 0 -2 1 -2 ; OP8 2 ; OP9 4,0
328,OP5 1 ; OP11 -6 3 ; OP10 -4 ; OP8 4 ; OP1 0 ; OP4 0,152
329,OP5 8 ; OP9 -1 ; OP7 1 ; OP3 5 ; OP1 0 ; OP7 -14 ; OP5 6 ; OP12 -12,-6
330,OP5 16 ; OP5 18 ; OP10 0 ; OP5 -14 ; OP8 1 ; OP1 2 ; OP8 6,-84
331,OP5 5 ; OP2 -3 ; OP9 3 ; OP5 20 ; OP8 -3 ; OP8 -6 ; OP10 0 ; OP3 8 ; OP1 5,4
332,OP5 -11 ; OP7 14 ; OP1 0 ; OP10 5,-121
333,OP5 -18 ; OP4 5 ; OP12 18 ; OP1 2,27
334,OP5 -8 ; OP11 -1 10 ; OP1 0 ; OP8 5 ; OP4 -4 ; OP4 -2,-13
335,OP5 20 ; OP11 9 4 ; OP1 1,36
336,OP2 -3 ; OP8 5 ; OP9 -5,0
337,OP5 1 ; OP2 -4 ; OP8 2,2
338,OP5 11 ; OP9 3 ; OP5 1 ; OP1 2 ; OP10 -4 ; OP7 15 ; OP7 9 ; OP6 0 -3 ; OP12 5 ; OP12 8,13
339,OP5 5 ; OP9 1 ; OP3 9 ; OP10 4 ; OP6 4 -3 2 2 -2 ; OP1 0 ; OP7 13 ; OP7 8 ; OP6 2 -3 ; OP4 -4,2
340,OP5 -16 ; OP2 2 ; OP3 3 ; OP1 2 ; OP6 4 -1 -3 -4 3 ; OP5 1 ; OP10 0 ; OP11 7 4 ; OP10 5 ; OP12 -7,137
341,OP5 19 ; OP9 -2 ; OP8 -2 ; OP5 -3 ; OP3 5 ; OP9 3,-3
342,OP5 11 ; OP10 1 ; OP1 1 ; OP7 9 ; OP6 2 -4 ; OP1 3 ; OP1 1 ; OP11 -7 -7 ; OP7 16,33
343,OP5 -8 ; OP7 6 ; OP10 0 ; OP10 1 ; OP6 4 2 -3 4 -4 ; OP6 0 3 -3 4 ; OP2 -4,0
344,OP5 0 ; OP6 1 -1 3 -4 ; OP7 15,-3
345,OP2 4 ; OP6 -4 -4 3 -3 ; OP3 6 ; OP5 -14 ; OP1 3 ; OP6 4 -1 -3 4 -4 ; OP5 5 ; OP3 8 ; OP1 7,5
346,OP5 19 ; OP6 -3 -4 3 -4 ; OP3 4 ; OP6 3 2 1 -3 2 ; OP6 -3 -4 -3 -1 ; OP4 -1,18
347,OP5 11 ; OP7 -13 ; OP6 0 3 ; OP2 -3 ; OP1 2 ; OP5 -14 ; OP11 -10 5 ; OP6 -4 -3 ; OP12 20,32
348,OP5 -11 ; OP9 3 ; OP10 -1 ; OP8 1 ; OP9 3 ; OP8 3 ; OP12 -5 ; OP12 -17 ; OP12 14,37
349,OP5 2 ; OP8 1 ; OP7 7 ; OP1 0 ; OP5 9,9
350,OP5 -19 ; OP5 13 ; OP5 -10 ; OP8 9 ; OP1 3 ; OP9 0,-810
351,OP5 10 ; OP12 -7 ; OP2 -1 ; OP8 8 ; OP1 2 ; OP6 3 4 ; OP1 5 ; OP11 6 6,36
352,OP5 -5 ; OP4 -5 ; OP8 4 ; OP12 -5 ; OP1 0,-17
353,OP5 -4 ; OP4 5 ; OP6 2 3 ; OP7 7 ; OP1 2 ; OP1 1 ; OP3 7 ; OP1 2 ; OP4 5,-1
354,OP5 -2 ; OP7 -2 ; OP6 0 4 ; OP1 1,0
355,OP8 -2 ; OP9 -3 ; OP9 -4 ; OP12 4,4
356,OP5 8 ; OP12 19 ; OP1 1 ; OP8 2 ; OP11 5 -9 ; OP7 15 ; OP1 1 ; OP1 4 ; OP11 0 5 ; OP7 -4,4
357,OP5 14 ; OP7 0 ; OP8 -7 ; OP1 1 ; OP9 -2 ; OP1 0 ; OP1 0 ; OP5 -1 ; OP6 2 -2 -3,12
358,OP5 9 ; OP5 15 ; OP10 -4 ; OP7 6 ; OP10 4 ; OP7 -20,-224
359,OP5 12 ; OP4 -1 ; OP1 0 ; OP11 9 -6 ; OP1 1 ; OP6 -2 -4 ; OP10 5 ; OP9 2,44
360,OP5 6 ; OP2 3 ; OP3 3 ; OP3 4 ; OP6 3 2 2 -4 4,-192
361,OP5 -20 ; OP11 10 2 ; OP12 -11 ; OP1 2 ; OP7 7 ; OP2 -3 ; OP4 -3 ; OP10 5,-21
362,OP5 8 ; OP11 -3 9 ; OP8 -1 ; OP7 3 ; OP1 3 ; OP6 3 3 3 ; OP11 9 4 ; OP11 -3 -5 ; OP10 1 ; OP1 3,19
363,OP5 -17 ; OP6 -2 -4 -2 1 3 ; OP7 -5 ; OP1 0,-43
364,OP9 5 ; OP5 12 ; OP9 0 ; OP8 -2,-24
365,OP5 1 ; OP11 -7 -8 ; OP2 0,56
366,OP5 -10 ; OP5 -13 ; OP6 4 -1 1 ; OP11 3 -5 ; OP7 -2 ; OP10 -4,56
367,OP5 1 ; OP11 -4 -4 ; OP7 14,2
368,OP5 6 ; OP9 3 ; OP5 -5 ; OP1 0 ; OP7 -14 ; OP10 3,31
369,OP5 0 ; OP9 -5 ; OP11 -10 -5 ; OP1 2 ; OP2 3,50
370,OP5 -1 ; OP10 4 ; OP5 10 ; OP9 5 ; OP7 -17,27
371,OP2 5 ; OP2 3 ; OP1 0 ; OP6 -4 3 ; OP1 2 ; OP2 -4 ; OP4 3 ; OP5 18 ; OP4 4 ; OP1 2,9
372,OP5 4 ; OP6 1 2 ; OP6 1 1 ; OP9 0 ; OP11 8 -3 ; OP12 17 ; OP1 4 ; OP6 -4 -3 -3,-36
373,OP5 -10 ; OP6 2 -4 ; OP8 6 ; OP12 2 ; OP7 -2 ; OP7 -17 ; OP2 4,-27
374,OP5 6 ; OP2 3 ; OP3 3 ; OP4 5 ; OP1 2 ; OP12 17,18
375,OP5 -13 ; OP11 9 -9 ; OP12 14 ; OP12 -8,-75
376,OP5 2 ; OP8 -7 ; OP3 5 ; OP8 3 ; OP8 -9 ; OP1 4 ; OP6 -1 2 -2,4
377,OP5 -7 ; OP9 1 ; OP3 6 ; OP10 2 ; OP1 2 ; OP6 3 -1 -2 ; OP8 2 ; OP12 5,-9
378,OP5 11 ; OP5 -4 ; OP8 -6 ; OP4 -1 ; OP11 3 -8 ; OP10 -2 ; OP1 2 ; OP7 -18 ; OP2 0,70
379,OP5 -10 ; OP6 2 -4 3 4 -1 ; OP11 -2 9 ; OP11 2 -8 ; OP4 3 ; OP3 7 ; OP6 1 -2 -2 ; OP6 2 -3 ; OP1 6,-6
380,OP5 6 ; OP2 -4 ; OP10 0,4
381,OP5 -9 ; OP2 4 ; OP1 0 ; OP11 -5 -9 ; OP6 1 1,1
382,OP5 4 ; OP6 2 3 -2 0 -3 ; OP11 -10 -9,90
383,OP5 -20 ; OP2 5 ; OP1 1,-20
384,OP5 -12 ; OP2 3 ; OP12 2 ; OP5 -14 ; OP1 1 ; OP4 -3 ; OP1 0 ; OP8 -3 ; OP7 14,7
385,OP5 -16 ; OP11 3 -8 ; OP8 -4 ; OP6 1 -4 -3 ; OP11 5 7 ; OP10 0 ; OP12 16 ; OP5 18 ; OP12 -5,13
386,OP5 -11 ; OP2 -4 ; OP3 5 ; OP3 4 ; OP12 -2 ; OP1 0 ; OP7 -1 ; OP6 -3 2 4 ; OP4 4,-12
387,OP5 5 ; OP10 5 ; OP8 -4 ; OP7 4 ; OP11 -7 5 ; OP1 2 ; OP1 2 ; OP5 -3,-3
388,OP5 -16 ; OP12 -13 ; OP3 5 ; OP3 4 ; OP7 14 ; OP5 -8 ; OP4 0 ; OP10 -2,12
389,OP6 1 0 ; OP2 3 ; OP6 -1 2 -2 -1 3 ; OP11 10 -1 ; OP4 0 ; OP8 1 ; OP6 4 -3 -1 -3 ; OP10 0 ; OP6 -2 4 0 3 0 ; OP6 -1 4 0,0
390,OP5 -10 ; OP9 2 ; OP11 -2 1 ; OP10 -4 ; OP6 -3 -3 0 -4 -4 ; OP5 13 ; OP11 -9 7 ; OP6 0 3 4 ; OP6 -3 0 1 -3 ; OP2 -4,0
391,OP5 15 ; OP7 0 ; OP7 -10 ; OP6 -4 -4 -4 2 ; OP6 0 -3 2 2 1 ; OP2 0 ; OP7 -2,2
392,OP5 -19 ; OP4 4 ; OP10 -2 ; OP7 10 ; OP3 6 ; OP4 2 ; OP4 -3 ; OP1 2 ; OP3 9 ; OP6 1 -1 0 -3 1,0
393,OP5 -17 ; OP9 -1 ; OP1 1 ; OP4 4 ; OP10 -1 ; OP5 -5 ; OP7 -17,12
394,OP5 19 ; OP4 -3 ; OP11 10 10 ; OP12 15 ; OP5 0 ; OP7 -20 ; OP6 0 -4 0 0 ; OP7 -5,5
395,OP5 17 ; OP9 1 ; OP1 0 ; OP1 2 ; OP1 1,17
396,OP9 -5 ; OP2 3 ; OP7 -7 ; OP3 6 ; OP1 1 ; OP12 -8 ; OP8 -2,-14
397,OP5 14 ; OP9 3 ; OP10 4,60
398,OP5 -4 ; OP9 4 ; OP7 4 ; OP1 0 ; OP1 3,-8
399,OP5 -3 ; OP8 9 ; OP4 -1 ; OP1 1 ; OP7 -2,-61
400,OP5 12 ; OP9 3 ; OP12 20 ; OP7 -13 ; OP6 -2 2 ; OP3 9 ; OP1 1 ; OP12 19 ; OP1 2 ; OP1 3,15
401,OP5 3 ; OP10 4 ; OP8 9 ; OP7 -17 ; OP8 1 ; OP7 -4,165
402,OP5 16 ; OP12 8 ; OP1 1,32
403,OP5 12 ; OP5 17 ; OP8 -4 ; OP10 -2 ; OP7 -1 ; OP1 0 ; OP1 4 ; OP4 -2 ; OP5 -11,-11
404,OP5 19 ; OP5 10 ; OP1 1 ; OP10 3 ; OP11 1 10,10
405,OP5 -16 ; OP12 -17 ; OP4 2 ; OP10 -3 ; OP6 0 4 2 4 ; OP6 -4 -1 0 3,0
406,OP5 8 ; OP6 4 4 -1 0 4 ; OP4 1 ; OP5 -4 ; OP1 3,-4
407,OP5 -18 ; OP10 0 ; OP5 3,3
408,OP5 15 ; OP6 3 -2 1 ; OP11 6 -5 ; OP1 2 ; OP3 6 ; OP10 -1 ; OP11 5 -10 ; OP7 17 ; OP7 -11,-56
409,OP5 1 ; OP11 0 1 ; OP8 4 ; OP1 2 ; OP1 3 ; OP11 3 9 ; OP11 -2 -2 ; OP8 -2 ; OP4 2 ; OP4 -2,-2
410,OP5 -7 ; OP7 17 ; OP3 6 ; OP10 -1 ; OP1 1 ; OP6 3 -1 4 ; OP1 2 ; OP1 0 ; OP9 5,-12
411,OP5 -16 ; OP9 2 ; OP9 0 ; OP4 3 ; OP3 9 ; OP8 -8 ; OP4 2 ; OP3 9 ; OP11 9 -9 ; OP4 2,-4
412,OP5 4 ; OP4 -5 ; OP4 -4 ; OP3 5 ; OP1 2 ; OP10 -3,1
413,OP5 2 ; OP7 -17 ; OP10 0 ; OP11 2 2 ; OP1 1 ; OP4 -4,2
414,OP5 -20 ; OP2 2 ; OP7 12 ; OP1 1 ; OP12 16 ; OP6 -3 -3 -4 3 2 ; OP12 15 ; OP6 -2 1 0,0
415,OP5 3 ; OP11 8 5 ; OP1 1 ; OP1 2 ; OP6 0 -1 -4 4 3 ; OP5 -1 ; OP11 1 1,1
416,OP5 3 ; OP2 0 ; OP1 1 ; OP4 2 ; OP12 -12 ; OP6 0 1 1 -3 -2 ; OP1 1 ; OP1 4 ; OP8 -2,0
417,OP5 19 ; OP2 -1 ; OP3 9 ; OP3 4 ; OP1 1 ; OP11 -8 -8 ; OP1 4 ; OP11 -10 -5 ; OP5 -4 ; OP1 2,-4
418,OP5 3 ; OP9 1 ; OP12 2 ; OP7 16 ; OP3 5 ; OP12 -8 ; OP11 0 8,0
419,OP5 19 ; OP9 0 ; OP9 2,19
420,OP5 -13 ; OP11 -10 7 ; OP5 8 ; OP2 -3 ; OP4 5,4
421,OP5 18 ; OP8 -4 ; OP6 3 2 3 ; OP7 -15 ; OP6 3 2 -2 4 3 ; OP3 8 ; OP8 -1 ; OP1 2 ; OP3 9 ; OP10 4,-572
422,OP5 9 ; OP6 2 4 -2 -3 0 ; OP12 3 ; OP12 5 ; OP11 -10 -9 ; OP8 2 ; OP9 -5 ; OP1 0,180
423,OP5 20 ; OP11 3 -9 ; OP11 5 2 ; OP2 4,10
424,OP5 18 ; OP7 17 ; OP5 16,16
425,OP5 15 ; OP2 0 ; OP5 11 ; OP3 5 ; OP3 6 ; OP12 -19 ; OP11 -4 -2,8
426,OP9 -2 ; OP9 -2 ; OP8 -2 ; OP7 10 ; OP2 3,-10
427,OP5 10 ; OP5 -8 ; OP12 -16 ; OP6 -1 4 3 2 ; OP7 0,-24
428,OP7 -20 ; OP5 6 ; OP2 -1 ; OP1 2 ; OP11 7 -7,-49
429,OP5 1 ; OP9 -5 ; OP1 0 ; OP4 -3 ; OP1 0 ; OP10 5,4
430,OP5 11 ; OP5 -6 ; OP10 -4 ; OP11 -4 -1 ; OP7 19 ; OP11 -10 -7,70
431,OP11 0 3 ; OP6 -1 -2 -3 -3 0 ; OP5 10,10
432,OP5 13 ; OP9 -4 ; OP12 -7 ; OP2 -5,6
433,OP5 -12 ; OP11 3 1 ; OP11 4 7 ; OP11 6 1 ; OP6 0 -3 0 ; OP1 2 ; OP3 7 ; OP1 5 ; OP1 4 ; OP5 -2,-2
434,OP5 -19 ; OP9 0 ; OP1 0 ; OP7 4,-23
435,OP5 -7 ; OP8 2 ; OP3 5 ; OP7 18 ; OP5 10 ; OP5 -7,-7
436,OP5 1 ; OP2 1 ; OP11 1 -2 ; OP6 2 -4 0 ; OP7 2,-2
437,OP5 2 ; OP5 10 ; OP12 -7 ; OP10 -2 ; OP12 16 ; OP3 7 ; OP12 -2 ; OP2 4,14
